Brand,model,Year,Age,kmDriven,Transmission,Owner,FuelType,AskPrice
36,71,2014,10,63000.0,0,1,1,900000
23,80,2017,7,50000.0,0,0,2,425000
23,320,2016,8,160000.0,1,1,0,430000
12,84,2008,16,125000.0,1,1,1,125000
13,100,2019,5,85599.0,1,0,2,875000
23,38,2019,5,75230.0,1,1,2,335000
23,41,2017,7,52685.0,0,0,1,299000
13,352,2012,12,88000.0,0,0,1,440000
36,140,2016,8,160000.0,1,0,0,1450000
23,123,2022,2,31000.0,1,0,1,995000
37,333,2018,6,52000.0,0,0,0,1915000
12,86,2008,16,119000.0,0,1,1,145600
9,259,2015,9,60000.0,1,1,0,369000
23,123,2020,4,70000.0,1,0,1,699000
23,289,2010,14,85600.0,0,1,1,175000
35,332,2017,7,49000.0,0,1,2,400000
13,168,2019,5,71001.0,1,0,0,476000
23,178,2022,2,10000.0,1,0,2,620000
36,187,2011,13,120000.0,1,0,0,553000
12,191,2016,8,46000.0,0,1,2,450000
23,37,2007,17,80000.0,1,1,1,80000
13,169,2024,0,2300.0,1,0,2,725000
12,70,2014,10,71000.0,1,1,2,751000
23,80,2023,1,21000.0,1,0,2,555000
13,100,2021,3,68500.0,1,0,0,1095000
23,80,2015,9,113000.0,0,1,2,340000
23,319,2018,6,63500.0,1,0,1,380000
23,40,2019,5,980000.0,0,1,1,310000
23,319,2020,4,138000.0,0,0,1,610000
23,123,2019,5,62000.0,0,1,1,820000
23,39,2017,7,52000.0,0,0,1,350000
12,191,2017,7,100000.0,0,1,1,610000
23,52,2018,6,110000.0,0,0,2,585000
36,127,2019,5,114000.0,1,1,0,795000
22,56,2021,3,8500.0,1,1,0,1095000
13,296,2013,11,80000.0,1,1,1,199999
23,116,2018,6,55000.0,1,0,1,435000
23,52,2018,6,66000.0,0,1,1,550000
12,44,2019,5,60000.0,1,0,1,530000
13,168,2015,9,61000.0,0,0,1,475000
12,35,2013,11,85000.0,0,1,1,475000
13,394,2017,7,70000.0,1,1,2,550000
4,371,2020,4,25000.0,0,0,2,10000000
36,188,2018,6,99000.0,1,0,0,1289000
13,352,2012,12,80000.0,1,1,0,355000
31,197,2017,7,33000.0,0,1,2,375000
4,11,2017,7,68000.0,0,1,0,3749000
12,44,2015,9,47000.0,0,1,2,349000
36,188,2018,6,60000.0,0,1,0,2025000
23,362,2020,4,48000.0,1,0,1,480000
13,393,2015,9,60000.0,1,1,1,290000
23,116,2021,3,28000.0,1,0,1,590000
13,393,2011,13,75000.0,0,0,2,190000
22,382,2013,11,81000.0,1,0,0,581000
33,271,2018,6,54000.0,0,0,0,945000
23,317,2022,2,9000.0,1,1,2,670000
22,322,2018,6,46500.0,0,1,0,625000
23,319,2011,13,81785.0,1,1,2,265000
13,394,2011,13,82000.0,1,0,2,320000
13,100,2018,6,51000.0,1,0,0,845000
23,362,2017,7,23110.0,0,0,1,425000
36,189,2023,1,39500.0,0,0,1,3800000
23,62,2023,1,25000.0,1,0,1,1085000
13,168,2016,8,45000.0,1,1,1,385000
35,230,2012,12,70000.0,1,1,2,70000
36,188,2018,6,135000.0,1,1,0,1711000
23,361,2016,8,199995.0,1,0,1,300000
3,261,2015,9,68000.0,0,0,0,890000
19,142,2013,11,104605.0,0,1,0,1550000
23,116,2016,8,49000.0,1,1,2,360000
26,94,2018,6,39000.0,0,0,2,3100000
12,358,2017,7,47000.0,0,1,2,575002
21,174,2019,5,87000.0,1,0,0,1199000
35,238,2019,5,52000.0,0,0,1,525000
17,88,2018,6,145000.0,1,0,0,990000
23,52,2022,2,32000.0,0,1,2,650000
12,84,2013,11,75000.0,0,1,1,435000
36,140,2020,4,45000.0,0,0,0,3950000
37,46,2017,7,100000.0,1,0,2,450000
23,41,2011,13,71772.0,1,0,2,185000
23,123,2017,7,40000.0,1,0,2,765000
4,365,2022,2,61000.0,0,0,2,3350000
23,52,2018,6,47500.0,0,1,2,650000
13,352,2016,8,147000.0,1,0,2,515000
13,100,2019,5,99250.0,1,1,0,999999
12,63,2016,8,65000.0,1,0,2,399000
23,361,2011,13,60000.0,1,1,2,135000
12,84,2011,13,0.0,0,1,1,200000
13,168,2014,10,74000.0,1,1,2,390000
17,88,2018,6,86000.0,1,1,0,799000
36,163,2019,5,59000.0,1,0,2,575000
23,356,2022,2,32000.0,1,0,1,1550000
13,168,2019,5,43285.0,1,0,1,585000
23,123,2014,10,78000.0,1,1,0,685000
23,40,2019,5,22000.0,1,0,2,320000
23,123,2018,6,45000.0,1,0,1,760000
35,173,2023,1,21342.0,0,0,0,2585000
18,302,2019,5,28832.0,1,0,2,1250000
28,328,2017,7,50000.0,1,1,1,499000
11,136,2019,5,55000.0,1,0,0,490000
13,393,2012,12,46521.0,1,0,2,240000
13,119,2019,5,56000.0,0,0,1,611000
23,361,2023,1,50000.0,1,1,1,600000
23,361,2017,7,62500.0,0,1,1,345000
23,178,2020,4,43000.0,0,1,2,600000
13,296,2010,14,134368.0,0,1,1,105000
23,116,2018,6,76491.0,0,1,1,440000
4,7,2014,10,64000.0,0,1,0,1229000
13,168,2017,7,63000.0,0,0,1,549000
23,361,2014,10,84000.0,1,1,2,238000
22,298,2012,12,80000.0,0,1,0,410000
35,291,2016,8,70000.0,1,1,0,475000
36,163,2019,5,90000.0,0,0,2,620000
36,188,2016,8,140000.0,1,0,0,1325000
23,83,2018,6,62000.0,1,1,1,570000
13,100,2022,2,89000.0,0,0,0,1651000
18,302,2019,5,79273.0,1,0,2,950000
23,317,2014,10,56000.0,1,1,2,345000
13,122,2017,7,43000.0,1,1,2,190000
23,362,2010,14,70000.0,1,1,2,255000
23,40,2014,10,70000.0,1,1,2,235000
7,121,2013,11,70000.0,1,1,1,269000
23,356,2017,7,81000.0,0,1,0,800000
3,26,2015,9,73930.0,0,1,0,1499000
13,122,2013,11,59000.0,1,1,2,98000
7,54,2011,13,142000.0,0,0,1,180000
12,84,2012,12,72000.0,1,1,1,259000
23,361,2012,12,52000.0,1,1,1,260000
36,187,2013,11,170000.0,1,1,0,1250000
11,115,2018,6,40230.0,0,0,1,775000
4,9,2015,9,61000.0,0,1,0,1500000
23,355,2018,6,67000.0,0,0,0,699000
13,122,2018,6,81000.0,0,1,1,355000
13,169,2021,3,88000.0,1,0,1,575000
13,100,2022,2,20012.0,0,0,2,1645000
13,393,2011,13,72000.0,1,1,1,155000
23,41,2018,6,80000.0,0,1,1,350000
12,84,2021,3,60180.0,0,0,2,1170000
23,277,2012,12,148000.0,1,1,0,240000
23,80,2019,5,59000.0,1,0,1,525000
13,296,2010,14,68000.0,1,0,1,111000
8,158,2014,10,23000.0,1,1,2,249999
23,317,2009,15,65000.0,0,1,1,72000
5,265,2019,5,31000.0,1,1,1,199000
13,295,2021,3,64000.0,1,0,1,465000
23,52,2017,7,32000.0,0,0,1,525000
35,238,2018,6,61000.0,0,0,1,599000
13,296,2011,13,51000.0,1,0,2,170000
22,329,2021,3,26000.0,0,1,2,1490000
13,100,2018,6,32000.0,0,0,2,1190000
22,219,2019,5,24200.0,1,0,0,899999
23,277,2010,14,85000.0,1,0,1,110000
22,382,2015,9,75000.0,1,0,0,745000
36,97,2016,8,61000.0,0,1,2,845000
23,319,2017,7,61300.0,0,1,1,525000
13,394,2010,14,90000.0,1,1,0,200000
25,157,2022,2,95000.0,0,1,0,5300000
17,88,2018,6,25300.0,1,1,2,975000
23,277,2010,14,35000.0,1,0,1,230000
35,330,2017,7,51000.0,0,1,1,360000
22,382,2012,12,88441.0,1,1,0,485000
35,238,2022,2,53000.0,0,0,0,950000
23,116,2022,2,26600.0,1,1,2,545000
7,307,2011,13,140000.0,0,0,1,69000
13,384,2018,6,30000.0,1,1,2,445000
12,84,2016,8,60000.0,0,1,2,795000
22,380,2021,3,75000.0,0,1,0,790000
13,169,2022,2,24000.0,1,1,2,635000
13,100,2022,2,16000.0,0,1,0,1650000
23,319,2012,12,97000.0,1,1,1,255000
21,32,2022,2,63000.0,0,0,2,1245000
13,168,2019,5,89576.0,1,0,2,465111
12,191,2016,8,80000.0,1,0,0,483000
13,393,2011,13,51000.0,1,1,2,190000
23,41,2017,7,78647.0,1,1,1,247000
23,397,2019,5,35000.0,0,0,0,1045000
23,178,2021,3,80000.0,0,0,2,685000
22,195,2017,7,75000.0,1,0,0,435000
22,382,2015,9,88000.0,1,1,0,850000
4,8,2015,9,61000.0,0,1,0,1500000
23,319,2023,1,62000.0,1,0,1,820000
36,140,2013,11,105000.0,0,1,0,1690000
4,3,2021,3,20000.0,0,0,2,3490000
3,27,2014,10,50000.0,0,0,0,2450000
36,71,2019,5,65000.0,0,0,1,2900000
13,393,2011,13,34000.0,1,0,2,250000
23,361,2017,7,62000.0,0,1,1,359000
23,41,2011,13,132000.0,1,1,2,148000
23,83,2018,6,66000.0,0,0,2,700000
23,178,2019,5,51000.0,0,0,2,545000
23,40,2011,13,95000.0,0,1,1,135000
23,317,2018,6,44000.0,1,0,0,810000
35,42,2020,4,32000.0,1,0,1,570000
36,140,2019,5,81000.0,0,0,0,3150000
12,44,2015,9,89000.0,1,1,1,320000
22,382,2017,7,73000.0,1,0,0,690000
36,187,2014,10,,1,1,0,1050000
37,353,2021,3,61000.0,0,0,2,1575000
22,195,2016,8,70000.0,1,1,2,160000
12,84,2018,6,76000.0,0,1,2,850000
23,361,2021,3,80000.0,1,0,1,495000
12,84,2011,13,85000.0,0,1,1,361000
21,164,2021,3,18000.0,0,0,0,3298000
23,123,2021,3,73000.0,1,0,1,1030000
32,251,2019,5,2.0,0,0,1,235000
23,80,2020,4,72000.0,1,0,1,455000
12,87,2011,13,100000.0,0,1,2,200000
33,271,2014,10,70000.0,1,1,0,394888
4,11,2021,3,18000.0,0,0,0,4650000
38,374,2020,4,41000.0,0,0,0,4775000
36,340,2022,2,45000.0,0,0,1,1900000
22,298,2015,9,91252.0,1,1,0,910000
36,71,2016,8,49500.0,0,0,1,1650000
3,24,2015,9,135000.0,0,1,0,1650000
23,123,2021,3,81000.0,1,0,1,975000
35,176,2017,7,98623.0,0,0,0,635000
36,187,2011,13,159000.0,1,1,0,1025000
12,224,2014,10,68000.0,1,1,1,425000
31,197,2020,4,42000.0,1,1,2,335000
23,361,2014,10,100000.0,1,1,1,290000
23,40,2022,2,72000.0,1,0,2,350000
22,322,2017,7,69000.0,0,0,0,825000
4,8,2019,5,50000.0,0,1,0,2675000
22,380,2023,1,31000.0,0,0,2,1280000
35,330,2017,7,87000.0,1,1,0,450000
23,40,2014,10,110000.0,0,0,1,310000
12,84,2017,7,73000.0,1,1,1,665000
23,362,2021,3,65999.0,1,0,1,553000
33,316,2009,15,90241.0,0,1,2,350000
23,379,2021,3,86000.0,0,0,2,900000
23,317,2019,5,91000.0,1,1,1,619999
23,319,2018,6,61585.0,0,0,2,570000
23,362,2021,3,29000.0,1,0,1,570000
22,329,2021,3,5000.0,1,1,2,1265000
12,358,2019,5,42000.0,1,0,2,585000
23,41,2017,7,52358.0,0,0,1,299000
13,100,2017,7,70000.0,1,1,2,765000
35,330,2024,0,3000.0,0,0,1,850000
23,123,2017,7,50000.0,1,0,0,595000
23,40,2019,5,35492.0,0,0,1,370000
23,317,2019,5,40000.0,1,1,2,615000
36,187,2010,14,268000.0,1,1,0,900000
13,384,2020,4,172000.0,1,1,0,545000
13,169,2020,4,60000.0,1,1,2,475000
31,197,2016,8,30000.0,0,1,2,290000
23,40,2023,1,25230.0,1,0,1,425000
23,361,2016,8,120000.0,0,0,1,250000
36,140,2014,10,120000.0,0,1,0,1549000
23,361,2022,2,15899.0,0,1,2,655000
25,279,2009,15,85000.0,0,1,0,1175000
13,100,2018,6,79879.0,0,1,0,855000
13,384,2019,5,78690.0,1,0,0,530000
28,315,2014,10,70000.0,0,1,1,285000
23,123,2023,1,22000.0,1,0,1,1170000
13,393,2011,13,39000.0,1,0,2,265000
23,178,2017,7,51000.0,0,1,1,400000
13,384,2015,9,75000.0,1,1,1,375000
36,188,2021,3,44000.0,0,0,0,3050000
23,317,2023,1,49000.0,1,0,1,720000
25,112,2010,14,96000.0,0,1,0,950000
33,271,2017,7,36000.0,0,0,2,599000
36,340,2023,1,19000.0,0,0,1,1750000
23,362,2014,10,65000.0,1,1,1,255000
23,62,2020,4,70000.0,1,0,1,750000
23,123,2016,8,54000.0,1,1,1,675000
12,35,2013,11,95000.0,0,0,2,399000
4,365,2017,7,59000.0,0,0,0,1300000
23,80,2024,0,19000.0,0,0,2,725000
37,253,2018,6,64400.0,0,0,2,800000
13,384,2017,7,59623.0,1,0,0,480000
25,65,2023,1,6000.0,0,0,0,6300000
36,71,2015,9,97000.0,0,1,2,1250000
36,71,2017,7,119500.0,0,1,2,1500000
23,116,2024,0,35000.0,0,0,1,230000
23,362,2017,7,23111.0,0,0,1,425001
13,352,2011,13,132000.0,0,1,2,300000
25,65,2015,9,61000.0,0,0,0,1825000
23,116,2021,3,63250.0,1,0,1,525111
13,352,2015,9,79000.0,1,0,1,465000
22,239,2016,8,73000.0,0,0,0,390000
22,380,2022,2,14555.0,0,0,0,1095000
31,109,2015,9,75000.0,1,1,0,200000
25,112,2021,3,41000.0,0,0,0,5100000
23,123,2020,4,45000.0,0,1,1,1020000
23,317,2019,5,7000.0,0,1,2,650000
13,393,2011,13,69298.0,1,1,2,215000
13,296,2009,15,129000.0,1,1,2,120000
36,97,2015,9,78000.0,0,0,1,801000
36,188,2018,6,148000.0,0,0,0,1225000
17,88,2020,4,12672.0,0,0,2,1645000
25,65,2015,9,59000.0,0,1,0,1550000
23,123,2020,4,181000.0,1,1,1,880000
31,109,2015,9,150000.0,0,1,0,450000
13,396,2021,3,26000.0,0,0,2,915000
22,329,2022,2,18000.0,0,0,0,1600000
11,115,2019,5,418680.0,0,0,1,775000
13,384,2022,2,50000.0,0,1,1,580000
12,84,2017,7,51000.0,0,1,1,750000
25,65,2016,8,68888.0,0,1,0,1875000
23,321,2010,14,71568.0,0,1,2,198000
23,355,2018,6,72523.0,0,0,0,649999
13,352,2019,5,80000.0,0,0,1,725000
11,115,2019,5,57000.0,1,0,0,675000
33,316,2018,6,22000.0,0,1,2,1650000
13,349,2020,4,43772.0,0,0,2,1099000
13,349,2022,2,6000.0,1,0,2,875000
13,393,2013,11,65000.0,1,0,2,285000
4,11,2017,7,88000.0,0,0,0,2375000
13,100,2016,8,61000.0,1,1,0,800000
23,362,2020,4,43000.0,1,0,1,525000
23,361,2012,12,73523.0,0,1,1,160000
12,84,2015,9,71000.0,0,0,1,524000
13,352,2019,5,70000.0,1,0,1,849000
23,361,2020,4,62000.0,1,0,2,500000
13,169,2022,2,24000.0,1,0,1,690000
23,319,2011,13,,1,1,2,350000
12,224,2015,9,69000.0,1,0,0,295000
23,80,2016,8,68000.0,0,1,2,400000
35,182,2017,7,80000.0,0,0,1,180000
13,295,2021,3,24000.0,0,0,2,495000
11,120,2017,7,69000.0,0,0,0,2375000
23,317,2014,10,75000.0,1,0,2,295000
13,384,2016,8,90020.0,1,0,2,400000
11,115,2017,7,105000.0,1,1,2,638000
31,197,2018,6,63000.0,0,0,2,325000
23,317,2013,11,58000.0,1,1,2,285000
36,97,2009,15,75000.0,1,1,1,235000
12,44,2016,8,68000.0,0,0,1,395000
31,197,2016,8,48451.0,1,0,2,245000
37,253,2013,11,99000.0,1,1,0,355000
22,56,2015,9,102000.0,0,1,0,380000
18,306,2022,2,68000.0,1,0,0,1190000
35,238,2019,5,86094.0,1,0,0,639000
13,168,2019,5,,1,0,2,550000
13,394,2017,7,100000.0,1,1,0,550000
23,80,2020,4,78000.0,1,0,2,490000
23,80,2018,6,65630.0,0,0,1,450000
23,80,2014,10,78000.0,1,1,1,200000
23,123,2023,1,7706.0,1,0,1,1300000
23,317,2013,11,56000.0,1,0,1,350000
12,224,2014,10,90000.0,1,0,0,425000
13,169,2020,4,61000.0,1,0,1,590000
23,319,2010,14,110000.0,0,1,2,250000
22,56,2021,3,57548.0,1,0,0,825000
23,362,2018,6,60000.0,1,0,1,395000
13,168,2014,10,35000.0,0,1,2,400000
13,100,2020,4,86000.0,1,0,0,1450000
13,295,2019,5,40100.0,0,1,2,375000
23,40,2019,5,45238.0,1,1,2,299000
13,295,2018,6,45000.0,0,0,1,450000
35,42,2022,2,30618.0,1,0,0,895999
13,100,2016,8,131000.0,1,1,0,730000
12,84,2015,9,69000.0,0,0,1,525000
17,88,2018,6,36000.0,0,1,2,899000
11,115,2018,6,55000.0,1,0,0,655000
12,63,2016,8,89000.0,1,1,2,360000
35,399,2022,2,8000.0,0,0,2,650000
12,84,2012,12,71000.0,1,0,1,320000
12,84,2011,13,80000.0,0,1,1,270000
13,384,2017,7,45000.0,1,0,2,395000
23,361,2024,0,50000.0,0,0,1,750000
36,97,2010,14,181000.0,0,1,2,199999
13,168,2018,6,51000.0,1,0,1,445000
13,119,2016,8,73000.0,1,1,1,560000
21,175,2022,2,45000.0,1,0,0,1890000
23,319,2017,7,109711.0,1,1,1,375000
37,253,2016,8,75000.0,0,1,2,530000
13,33,2012,12,72000.0,0,1,1,100000
12,84,2015,9,65000.0,1,1,1,495000
23,83,2020,4,25000.0,1,0,2,750000
23,39,2017,7,27000.0,0,1,2,380000
23,361,2017,7,80000.0,0,1,1,420000
23,361,2010,14,70000.0,1,1,2,255000
12,224,2014,10,78001.0,1,0,0,451000
12,44,2019,5,54000.0,1,1,0,860000
23,80,2020,4,45000.0,1,0,1,440000
4,389,2020,4,11000.0,0,1,2,8500000
12,84,2021,3,80100.0,0,0,2,1125000
4,11,2017,7,82000.0,0,1,0,3598000
11,115,2016,8,49000.0,1,1,2,455000
13,393,2013,11,56000.0,1,1,2,185000
12,191,2018,6,62000.0,0,0,2,525000
11,120,2017,7,90000.0,0,0,0,2050000
37,253,2014,10,81000.0,1,1,0,430000
26,92,2017,7,22000.0,0,1,2,2875000
23,116,2022,2,45000.0,1,0,1,645000
23,277,2016,8,110000.0,0,0,0,285000
37,346,2013,11,52000.0,0,0,2,435000
22,382,2013,11,99000.0,1,1,0,630000
13,113,2017,7,80000.0,1,1,2,299000
12,44,2013,11,99000.0,1,0,0,395000
13,168,2015,9,770000.0,1,0,2,490000
13,168,2017,7,52000.0,1,0,1,375000
4,368,2017,7,58500.0,0,1,0,4050000
23,398,2018,6,83500.0,0,0,0,680000
33,240,2022,2,19000.0,0,1,2,2290000
11,120,2017,7,72000.0,0,0,0,1850000
23,319,2015,9,51700.0,1,1,2,425000
31,336,2020,4,37000.0,1,0,2,399000
30,249,2017,7,16800.0,0,1,0,6900000
23,362,2021,3,38500.0,1,0,1,539000
23,116,2013,11,90000.0,0,1,1,200000
36,187,2014,10,167000.0,1,1,0,1200000
3,22,2015,9,42000.0,0,1,0,1050000
23,319,2011,13,77211.0,1,1,2,270000
37,253,2020,4,35000.0,0,0,2,1185000
12,63,2013,11,55000.0,1,1,2,379799
22,301,2023,1,17000.0,0,0,0,2199000
23,52,2022,2,17511.0,1,0,2,865000
36,129,2015,9,145000.0,1,1,0,539000
23,52,2021,3,65000.0,1,0,2,680000
13,100,2017,7,76000.0,1,0,0,880000
23,41,2014,10,34000.0,0,1,2,235000
13,337,2017,7,74310.0,0,1,0,1025000
23,319,2016,8,78000.0,1,1,0,520000
22,299,2024,0,5000.0,0,0,1,1000000
36,97,2016,8,118000.0,0,0,2,799000
11,136,2016,8,50000.0,1,1,2,330000
22,298,2018,6,71000.0,1,0,0,895000
35,185,2016,8,50000.0,0,1,1,90000
23,52,2019,5,61000.0,0,0,2,600000
36,188,2020,4,106000.0,1,0,0,2250000
11,120,2017,7,60000.0,0,0,0,1995000
23,361,2022,2,80000.0,0,0,1,520000
17,88,2022,2,21000.0,0,0,0,2525111
13,394,2019,5,55000.0,1,0,1,495000
23,41,2017,7,45000.0,1,0,2,290000
23,317,2015,9,10.0,1,1,1,380000
23,363,2014,10,59000.0,1,1,2,398000
12,84,2014,10,79000.0,1,1,1,445000
23,398,2018,6,46000.0,0,1,2,670000
23,178,2022,2,9665.0,0,0,2,690000
13,393,2011,13,81851.0,1,0,2,249999
23,123,2020,4,30000.0,1,0,2,875000
18,306,2021,3,29000.0,0,0,2,1075000
23,317,2022,2,40000.0,0,0,0,765000
23,317,2016,8,117000.0,1,1,0,570000
23,317,2023,1,8235.0,1,0,2,795000
36,4,2021,3,33000.0,0,0,0,3950000
35,330,2018,6,,0,1,1,420000
13,393,2010,14,90000.0,0,1,2,175999
12,84,2017,7,45730.0,0,1,1,710000
11,115,2014,10,50000.0,0,1,2,520000
23,116,2022,2,66000.0,1,1,1,525000
23,80,2019,5,155000.0,1,1,1,440000
23,319,2013,11,152000.0,1,0,0,400000
23,362,2018,6,80000.0,0,0,1,455000
7,293,2016,8,120000.0,1,1,0,240000
13,168,2017,7,65000.0,1,1,1,374000
23,116,2011,13,38000.0,0,0,2,265000
23,321,2011,13,90000.0,0,1,1,160000
23,361,2018,6,19000.0,0,0,2,375000
23,277,2012,12,65500.0,1,0,0,330000
11,115,2015,9,78000.0,1,1,0,340000
25,157,2020,4,9500.0,0,0,0,9000000
11,115,2019,5,41538.0,0,0,1,775000
37,250,2013,11,90233.0,1,0,0,699999
23,356,2019,5,83000.0,0,0,0,775000
13,100,2017,7,81000.0,0,0,2,725000
13,33,2011,13,100000.0,0,1,1,95000
37,253,2015,9,77200.0,0,1,2,449999
13,48,2023,1,41000.0,0,0,1,200000
13,393,2009,15,88000.0,0,1,2,290000
7,54,2010,14,112329.0,1,1,1,115000
13,394,2009,15,119725.0,1,1,2,190000
23,83,2017,7,52145.0,1,0,0,580000
25,19,2023,1,7000.0,0,0,0,3800000
23,356,2019,5,63000.0,1,0,0,845000
3,26,2018,6,48000.0,0,1,0,2475000
23,167,2023,1,27000.0,0,0,1,1670000
13,295,2011,13,75000.0,1,1,1,180000
23,361,2013,11,67980.0,1,0,2,299000
22,382,2015,9,72000.0,1,1,0,690000
36,129,2012,12,86000.0,1,0,0,345000
35,238,2019,5,20000.0,0,1,2,579000
12,84,2020,4,33000.0,0,0,2,1185000
13,352,2020,4,80899.0,1,0,0,1300000
25,112,2018,6,63000.0,0,0,0,4350000
23,40,2014,10,70000.0,1,1,1,220000
4,11,2014,10,94000.0,0,1,0,1349000
23,363,2017,7,22270.0,1,0,2,425000
12,191,2016,8,86000.0,1,1,0,460000
12,84,2011,13,86530.0,1,1,1,225000
23,80,2017,7,85000.0,0,1,1,305000
23,321,2011,13,117000.0,1,0,0,249999
25,154,2016,8,84067.0,0,0,0,2575000
23,37,2011,13,80000.0,0,1,2,89000
23,361,2023,1,40000.0,1,1,1,550000
13,393,2011,13,47000.0,1,1,2,265000
23,123,2022,2,320000.0,1,1,1,1075000
36,188,2019,5,71000.0,1,0,0,1625000
23,123,2021,3,49780.0,1,0,2,894000
23,362,2014,10,27000.0,1,0,2,435000
36,71,2020,4,36000.0,0,0,1,2800000
12,44,2015,9,71000.0,1,0,2,275000
3,26,2015,9,84000.0,0,0,0,1951000
23,319,2020,4,19150.0,0,0,2,700000
3,26,2014,10,65000.0,0,1,0,990000
17,88,2018,6,113000.0,1,1,0,895000
22,322,2015,9,78000.0,1,1,0,399000
37,253,2017,7,91000.0,0,1,2,775000
23,362,2014,10,70000.0,1,0,1,340000
31,197,2017,7,42193.0,0,1,2,390000
13,394,2019,5,40000.0,1,0,1,545000
22,380,2022,2,14555.0,0,0,0,1095000
23,356,2023,1,3000.0,1,0,2,1300000
22,382,2015,9,65000.0,1,0,0,1095000
23,40,2012,12,66000.0,1,1,2,175000
22,382,2013,11,81000.0,1,0,0,575000
7,54,2010,14,25000.0,1,1,2,130000
23,80,2019,5,60000.0,0,0,1,511000
13,168,2017,7,65000.0,1,1,1,374000
35,330,2020,4,58000.0,0,0,1,575000
4,9,2023,1,3500.0,0,0,2,5610000
23,361,2016,8,56000.0,0,0,2,525000
23,361,2020,4,70000.0,1,0,1,425000
13,36,2022,2,72000.0,0,0,0,1545000
23,116,2020,4,50000.0,1,1,2,475000
23,317,2010,14,50000.0,1,1,1,135000
35,238,2019,5,38096.0,1,0,0,650000
22,309,2014,10,83000.0,0,1,0,525000
25,279,2014,10,75000.0,0,1,0,2990000
23,80,2021,3,62000.0,1,0,1,450000
23,116,2021,3,165000.0,0,0,1,540000
23,319,2017,7,61000.0,0,1,1,465000
7,103,2012,12,78000.0,0,1,0,350000
13,352,2014,10,88000.0,1,1,1,399000
23,356,2016,8,84500.0,1,0,0,626000
23,83,2018,6,94000.0,0,0,1,510000
23,82,2018,6,40000.0,1,0,2,500000
13,100,2017,7,41000.0,0,0,1,699000
13,352,2018,6,78000.0,1,0,0,875000
23,361,2018,6,286000.0,0,0,1,245000
23,40,2016,8,85000.0,1,1,1,345000
12,44,2015,9,117000.0,1,1,2,300000
36,97,2011,13,89000.0,0,1,1,365000
22,382,2016,8,111821.0,1,0,0,750000
23,123,2012,12,148723.0,1,1,1,360000
13,393,2012,12,77000.0,0,1,1,165000
12,84,2019,5,45000.0,0,1,2,845000
23,361,2011,13,84750.0,1,1,1,165000
13,169,2021,3,8000.0,0,1,2,675000
31,197,2019,5,16000.0,0,0,2,420000
23,52,2017,7,60000.0,1,1,2,500000
36,127,2015,9,81000.0,1,0,0,459000
12,358,2019,5,38000.0,1,0,2,640000
25,50,2014,10,41000.0,0,1,2,1040000
25,67,2018,6,63000.0,0,1,0,1800000
22,382,2018,6,51000.0,0,0,0,1035000
23,319,2018,6,68000.0,1,0,0,430000
28,315,2012,12,108000.0,1,1,0,300000
38,374,2020,4,55000.0,0,0,0,4500000
13,394,2013,11,68000.0,1,0,1,298000
23,123,2019,5,68000.0,1,0,1,967000
12,84,2016,8,79000.0,0,1,2,675000
26,90,2015,9,65000.0,0,0,0,2000000
36,97,2009,15,92000.0,0,1,1,370000
25,65,2017,7,55000.0,0,0,0,2399000
13,122,2014,10,52000.0,1,0,2,245000
23,319,2018,6,75000.0,1,1,0,550000
23,319,2023,1,97000.0,0,0,1,740000
35,42,2023,1,29000.0,1,0,1,875000
23,116,2021,3,52000.0,0,0,1,500000
4,11,2012,12,75000.0,0,1,0,1525000
23,317,2019,5,7000.0,0,1,2,650000
23,123,2015,9,48000.0,1,0,1,741000
23,321,2010,14,87000.0,1,1,1,150000
36,187,2012,12,250000.0,1,1,0,699999
23,277,2016,8,103000.0,1,1,2,350000
23,37,2007,17,75000.0,1,1,1,75000
23,317,2016,8,65000.0,1,0,0,550000
23,123,2023,1,21000.0,0,0,1,1260000
12,84,2009,15,85000.0,0,1,1,351000
23,280,2017,7,82000.0,1,0,0,720000
28,222,2013,11,50000.0,1,1,2,245000
25,211,2014,10,157000.0,0,1,0,1275000
37,347,2013,11,113000.0,0,1,1,350000
36,71,2015,9,160.0,0,1,1,999999
36,187,2007,17,174000.0,1,0,0,649999
3,26,2014,10,16500.0,0,0,0,1590000
22,329,2022,2,52000.0,1,0,0,1375000
13,117,2014,10,102000.0,0,1,2,575000
26,10,2015,9,36338.0,0,0,0,2700000
9,209,2012,12,65000.0,1,1,0,199000
23,361,2015,9,123000.0,1,1,2,350000
3,24,2014,10,80000.0,0,0,0,750000
13,100,2019,5,75000.0,0,0,0,1075000
11,115,2017,7,99000.0,1,0,0,790000
22,56,2017,7,82000.0,1,0,0,680000
13,349,2020,4,23000.0,1,0,2,599000
12,358,2020,4,650000.0,1,0,0,49000
3,24,2013,11,78649.0,0,1,0,975000
23,116,2024,0,25000.0,0,0,1,850000
36,97,2015,9,83652.0,1,1,1,575000
25,67,2018,6,85000.0,0,0,0,2150000
23,52,2020,4,37800.0,1,0,2,615000
25,147,2017,7,45000.0,0,1,2,14500000
35,330,2020,4,58000.0,0,0,1,475000
13,168,2015,9,54000.0,0,0,1,429000
36,187,2009,15,98000.0,1,1,0,615000
23,83,2018,6,72386.0,0,0,1,690000
22,382,2012,12,142000.0,1,1,0,700000
